setsockopt: Protocol not available
164.209 266.538 262 2
72.9739 142.956 232 0
164.07 265.548 262 0
72.3582 142.168 232 0
163.931 264.558 262 0
71.6636 141.448 226 2
163.689 263.588 256 2
70.8975 140.805 220 2
163.347 262.648 250 2
70.0685 140.246 214 2
162.908 261.749 244 2
69.3024 139.603 220 1
162.379 260.901 238 2
68.6078 138.884 226 1
161.763 260.113 232 2
67.9921 138.096 232 1
161.068 259.394 226 2
67.2975 137.377 226 2
160.302 258.751 220 2
66.5314 136.734 220 2
159.473 258.192 214 2
65.7024 136.175 214 2
158.59 257.722 208 2
64.9363 135.532 220 1
157.761 257.163 214 1
64.2417 134.813 226 1
156.932 256.604 214 0
63.626 134.025 232 1
156.103 256.045 214 0
63.0961 133.177 238 1
155.274 255.485 214 0
62.5662 132.329 238 0
154.391 255.016 208 2
62.0363 131.48 238 0
153.464 254.641 202 2
61.5063 130.632 238 0
152.537 254.267 202 0
61.068 129.734 244 1
151.654 253.797 208 1
60.7259 128.794 250 1
150.825 253.238 214 1
60.484 127.824 256 1
149.942 252.769 208 2
60.3449 126.833 262 1
149.113 252.209 214 1
60.31 125.834 268 1
148.347 251.567 220 1
60.1708 124.844 262 2
147.581 250.924 220 0
60.0316 123.853 262 0
146.752 250.365 214 2
59.8924 122.863 262 0
145.869 249.895 208 2
59.8575 121.864 268 1
144.941 249.521 202 2
59.7184 120.874 262 2
144.059 249.051 208 1
59.4764 119.903 256 2
143.229 248.492 214 1
59.2345 118.933 256 0
142.4 247.933 214 0
59.0953 117.943 262 1
141.634 247.29 220 1
59.0604 116.943 268 1
140.94 246.571 226 1
59.1302 115.946 274 1
140.174 245.928 220 2
59.3038 114.961 280 1
139.408 245.285 220 0
59.5795 114 286 1
138.642 244.642 220 0
59.8551 113.038 286 0
137.876 243.999 220 0
60.2297 112.111 292 1
137.11 243.357 220 0
60.6992 111.228 298 1
136.343 242.714 220 0
61.2584 110.399 304 1
135.514 242.155 214 2
61.8176 109.57 304 0
134.631 241.685 208 2
62.3768 108.741 304 0
133.704 241.311 202 2
63.0196 107.975 310 1
132.743 241.035 196 2
63.5788 107.146 304 2
131.782 240.759 196 0
64.0482 106.263 298 2
130.821 240.484 196 0
64.6074 105.434 304 1
129.893 240.109 202 1
65.0769 104.551 298 2
128.966 239.734 202 0
65.4515 103.624 292 2
128.039 239.36 202 0
65.921 102.741 298 1
127.156 238.89 208 1
66.3904 101.858 298 0
126.229 238.516 202 2
66.8599 100.975 298 0
125.268 238.24 196 2
67.3294 100.092 298 0
124.306 237.965 196 0
67.704 99.165 292 2
123.379 237.59 202 1
67.9796 98.2037 286 2
122.496 237.12 208 1
68.1533 97.2189 280 2
121.667 236.561 214 1
68.223 96.2213 274 2
120.784 236.092 208 2
68.1881 95.2219 268 2
119.857 235.717 202 2
68.2579 94.2244 274 1
118.974 235.248 208 1
68.4315 93.2396 280 1
118.145 234.688 214 1
68.7072 92.2783 286 1
117.379 234.046 220 1
68.9828 91.317 286 0
116.55 233.487 214 2
69.1565 90.3322 280 2
115.667 233.017 208 2
69.2262 89.3347 274 2
114.74 232.642 202 2
69.3999 88.3499 280 1
113.857 232.173 208 1
69.6755 87.3886 286 1
113.028 231.614 214 1
70.0501 86.4614 292 1
112.262 230.971 220 1
70.4247 85.5342 292 0
111.433 230.412 214 2
70.7004 84.573 286 2
110.55 229.942 208 2
70.874 83.5882 280 2
109.623 229.568 202 2
71.0477 82.6034 280 0
108.661 229.292 196 2
71.2213 81.6185 280 0
107.7 229.016 196 0
71.395 80.6337 280 0
106.739 228.741 196 0
71.4647 79.6362 274 2
105.754 228.567 190 2
71.4298 78.6368 268 2
104.756 228.497 184 2
71.2906 77.6465 262 2
103.757 228.532 178 2
71.0487 76.6762 256 2
102.76 228.463 184 1
70.7067 75.7365 250 2
101.775 228.289 190 1
70.2683 74.8377 244 2
100.813 228.013 196 1
69.83 73.9389 244 0
99.8286 227.84 190 2
69.3 73.0909 238 2
98.8674 227.564 196 1
68.6844 72.3029 232 2
97.9402 227.189 202 1
68.0687 71.5149 232 0
97.0572 226.72 208 1
67.453 70.7269 232 0
96.1743 226.25 208 0
66.8374 69.9388 232 0
95.2913 225.781 208 0
66.2217 69.1508 232 0
94.4084 225.311 208 0
65.6061 68.3628 232 0
93.5794 224.752 214 1
64.9904 67.5748 232 0
92.8133 224.109 220 1
64.2957 66.8555 226 2
92.1187 223.39 226 1
63.6801 66.0675 232 1
91.3526 222.747 220 2
63.1502 65.2194 238 1
90.5236 222.188 214 2
62.6202 64.3714 238 0
89.6406 221.719 208 2
62.0903 63.5233 238 0
88.8116 221.16 214 1
61.5604 62.6753 238 0
88.0455 220.517 220 1
60.9447 61.8873 232 2
87.3509 219.797 226 1
60.2501 61.1679 226 2
86.7352 219.009 232 1
59.484 60.5251 220 2
86.2053 218.161 238 1
58.718 59.8823 220 0
85.6754 217.313 238 0
57.889 59.3232 214 2
85.237 216.414 244 1
57.006 58.8537 208 2
84.895 215.475 250 1
56.177 58.2945 214 1
84.553 214.535 250 0
55.294 57.825 208 2
84.1146 213.636 244 2
54.3668 57.4504 202 2
83.5847 212.788 238 2
53.4839 56.9809 208 1
82.969 212 232 2
52.5567 56.6063 202 2
82.2744 211.281 226 2
51.5954 56.3307 196 2
81.5083 210.638 220 2
50.6342 56.0551 196 0
80.7423 209.995 220 0
49.6494 55.8814 190 2
79.9132 209.436 214 2
48.6518 55.8117 184 2
79.0303 208.967 208 2
47.667 55.638 190 1
78.1473 208.497 208 0
46.6822 55.4644 190 0
77.2644 208.028 208 0
45.6974 55.2907 190 0
76.3815 207.558 208 0
44.7126 55.1171 190 0
75.4543 207.184 202 2
43.7278 54.9434 190 0
74.5713 206.714 208 1
42.743 54.7698 190 0
73.7423 206.155 214 1
41.7454 54.7 184 2
72.9762 205.512 220 1
40.746 54.7349 178 2
72.2816 204.793 226 1
39.7557 54.8741 172 2
71.6659 204.005 232 1
38.7655 55.0133 172 0
71.0503 203.217 232 0
37.7661 55.0482 178 1
70.5203 202.369 238 1
36.7685 54.9784 184 1
70.082 201.47 244 1
35.7837 54.8048 190 1
69.7399 200.53 250 1
34.8225 54.5291 196 1
69.498 199.56 256 1
33.8953 54.1545 202 1
69.3589 198.57 262 1
32.9681 53.7799 202 0
69.1169 197.599 256 2
32.0851 53.3104 208 1
68.9778 196.609 262 1
31.2561 52.7512 214 1
68.9429 195.61 268 1
30.3732 52.2818 208 2
68.908 194.61 268 0
29.4902 51.8123 208 0
68.9777 193.613 274 1
28.6073 51.3428 208 0
69.1514 192.628 280 1
27.7243 50.8733 208 0
69.2211 191.63 274 2
26.8953 50.3142 214 1
69.3948 190.646 280 1
26.1292 49.6714 220 1
69.6704 189.684 286 1
25.3002 49.1122 214 2
70.045 188.757 292 1
24.5341 48.4694 220 1
70.5145 187.874 298 1
23.8395 47.75 226 1
71.0737 187.045 304 1
23.1448 47.0307 226 0
71.6329 186.216 304 0
22.4502 46.3114 226 0
72.2757 185.45 310 1
21.7555 45.592 226 0
72.995 184.755 316 1
21.1399 44.804 232 1
73.7143 184.061 316 0
20.4452 44.0847 226 2
74.5023 183.445 322 1
19.6791 43.4419 220 2
75.3504 182.915 328 1
18.8501 42.8827 214 2
76.2492 182.477 334 1
17.9672 42.4132 208 2
77.0972 181.947 328 2
17.04 42.0386 202 2
77.8852 181.331 322 2
16.1128 41.664 202 0
78.6046 180.637 316 2
15.1856 41.2894 202 0
79.2474 179.871 310 2
14.2584 40.9148 202 0
79.8066 179.042 304 2
13.3312 40.5402 202 0
80.276 178.159 298 2
12.37 40.2646 196 2
80.8352 177.33 304 1
11.3852 40.0909 190 2
81.478 176.564 310 1
10.4004 39.9173 190 0
82.0372 175.734 304 2
9.4028 39.8475 184 2
82.5067 174.852 298 2
8.40341 39.8824 178 2
82.8813 173.924 292 2
7.40585 39.8126 184 1
83.3508 173.041 298 1
6.40646 39.8475 178 2
83.91 172.212 304 1
5.41619 39.9867 172 2
84.5527 171.446 310 1
4.44589 40.2286 166 2
85.2721 170.752 316 1
3.5062 40.5707 160 2
85.9914 170.057 316 0
2.60741 41.009 154 2
86.7108 169.362 316 0
1.66771 41.3511 160 1
87.4988 168.747 322 1
0.728022 41.6931 160 0
88.3468 168.217 328 1
-0.21167 42.0351 160 0
.
----------------------------------------------------------------------
Ran 1 test in 14.761s

OK
